"","words","term.freq","doc.freq"
"5131","odell",1,1
"5132","champlain",8,4
"5133","izard",2,2
"5134","sackett's",5,2
"5135","gene",2,2
"5136","rals",1,1
"5137","brisbane",2,2
"5138","robinson",2,2
"5139","chasseurs",1,1
"5140","c.the",1,1
"5141","lowland",1,1
"5142","quartered",2,2
"5143","canada.the",4,3
"5144","scots",6,5
"5145","quebec.the",1,1
"5146","flank",8,4
"5147","watteville",3,2
"5148","drummon",2,2
"5149","montreal.on",1,1
"5150","drummond",8,5
"5151","assaulted",1,1
"5152","columns",7,5
"5153","scott",10,5
"5154","fischer",1,1
"5155","watteville's",1,1
"5156","hill",13,8
"5157","snake-hill",1,1
"5158","situated",10,10
"5159","stone",12,9
"5160","block-houses",1,1
"5161","inside",2,2
"5162","blew",2,2
"5163","battery",2,2
"5164","consternation",2,2
"5165","abandon",9,8
"5166","original",10,9
"5167","men.the",2,2
"5168","ship-building",1,1
"5169","guns.the",2,2
"5170","adjacent",3,3
"5171","distributed",4,4
"5172","fleets",3,3
"5173","staff",13,11
"5174","ceylong",1,1
"5175","armed-en",1,1
"5176","ship.the",1,1
"5177","junon",1,1
"5178","upton",1,1
"5179","lakes.a",1,1
"5180","antelope",2,1
"5181","quebec.–the",1,1
"5182","regimentsin",1,1
"5183","canada.captain",1,1
"5184","dowale",1,1
"5185","commands",4,3
"5186","papersquebec",1,1
"5187","chazy.quebec",1,1
"5188","north-western",1,1
"5189","m'leod",7,5
"5190","m'donal",1,1
"5191","repulse",2,2
"5192","recapture",1,1
"5193","forenoon",8,8
"5194","thereabouts",1,1
"5195","dowsman's",1,1
"5196","farm",15,11
"5197","cleared",13,9
"5198","slope",1,1
"5199","enabled",17,15
"5200","beach",3,3
"5201","constant",16,15
"5202","woods.lieutenant-colonel",1,1
"5203","m'doual",2,1
"5204","extremity",5,5
"5205","outflanking",1,1
"5206","watch",4,4
"5207","motions",1,1
"5208","absenting",1,1
"5209","lieutenant-colonnel",1,1
"5210","m'doual's",1,1
"5211","apprehension",5,4
"5212","outflank",1,1
"5213","enemy.a",1,1
"5214","perceived",6,6
"5215","encouraging",4,4
"5216","whoops",1,1
"5217","yells",2,2
"5218","reach",14,11
"5219","apprised",2,2
"5220","retreat.thus",1,1
"5221","holmes",3,1
"5222","spot!–the",1,1
"5223","man.previous",1,1
"5224","these:on",1,1
"5225","mary's",3,3
"5226","fishing",4,3
"5227","indiscriminate",1,1
"5228","plunder",24,13
"5229","burning",10,9
"5230","killing",3,3
"5231","engagees",1,1
"5232","tearing",1,1
"5233","cruelty",11,9
"5234","detailed",3,3
"5235","present.mr",1,1
"5236","johnstone's",2,1
"5237","clothing",9,8
"5238","ruthless",1,1
"5239","plunderers",2,2
"5240","strait",1,1
"5241","reviling",1,1
"5242","oppobrious",1,1
"5243","flourished",1,1
"5244","sword",2,2
"5245","johnstone",2,2
"5246","sufforation",1,1
"5247","risked",1,1
"5248","escape.another",1,1
"5249","exercised",6,6
"5250","carting",1,1
"5251","tackled",1,1
"5252","tied",12,12
"5253","dwelling-house",1,1
"5254","amused",3,3
"5255","animal",5,4
"5256","loose",8,7
"5257","bones",1,1
"5258","writer",10,5
"5259","papersmontreal",1,1
"5260","satisfactory",14,13
"5261","precipitately",1,1
"5262","buffaloe",1,1
"5263","erie.further",1,1
"5264","fact.major-genera",1,1
"5265","pressing",5,4
"5266","confirms",2,2
"5267","river.on",2,2
"5268","rear",7,6
"5269","sharp",2,2
"5270","wihtout",1,1
"5271","casualty",2,1
"5272","happening",1,1
"5273","precipitation",2,2
"5274","fortifications.a",1,1
"5275","courier",3,3
"5276","lake.a",1,1
"5277","stated",49,32
"5278","denies",3,3
"5279","armies",4,4
"5280","erie.quebec",1,1
"5281","details",16,12
"5282","o'clock.the",1,1
"5283","illustration",1,1
"5284","assume",2,2
"5285","superiority",6,3
"5286","re-appearance",1,1
"5287","treasure.(from",1,1
"5288","pers",1,1
"5289","negotations",1,1
"5290","ghent",1,1
"5291","pledged",4,4
"5292","little.the",1,1
"5293","exclusively",5,5
"5294","retain",5,5
"5295","sole",3,3
"5296","interrupting",2,2
"5297","thinness",1,1
"5298","consequent",2,2
"5299","badness",1,1
"5300","kingson",1,1
"5301","operating",1,1
"5302","existing",5,5
"5303","parcel",3,3
"5304","francis",4,4
"5305","base",6,5
"5306","montreal.the",1,1
"5307","boundaries",1,1
"5308","incapable",4,4
"5309","preparations",11,10
"5310","waste",8,7
"5311","conveying",4,4
"5312","fivehundred",1,1
"5313","frontie",1,1
"5314","conceivable",2,2
"5315","habituated",1,1
"5316","reflection",3,3
"5317","interrupted",2,2
"5318","impracticable",11,10
"5319","derives",2,2
"5320","effective",4,4
"5321","counted",3,3
"5322","numbers.we",1,1
"5323","scruple",2,2
"5324","defensible",1,1
"5325","presqu-ile",1,1
"5326","michilimackinac",1,1
"5327","chuses",1,1
"5328","drive",3,3
"5329","states.from",1,1
"5330","urbanna",1,1
"5331","m'arthur",1,1
"5332","cass",1,1
"5333","disposal",4,4
"5334","recommenced",1,1
"5335","murdering",1,1
"5336","attacking",11,11
"5337","hasten",1,1
"5338","mounted",6,4
"5339","expedition.the",1,1
"5340","communiation",1,1
"5341","off.albany",1,1
"5342","adjourned",10,9
"5343","are:an",1,1
"5344","privateering",1,1
"5345","fencibles",1,1
"5346","provide",9,8
"5347","repayment",2,2
"5348","corporation",3,3
"5349","authorising",1,1
"5350","authorises",2,1
"5351","term",9,8
"5352","clothe",1,1
"5353","subsist",6,6
"5354","expence.the",1,1
"5355","privateer",1,1
"5356","associations",6,4
"5357","incorporate",1,1
"5358","privateers.the",1,1
"5359","monell",1,1
"5360","unanimously",8,5
"5361","saturday:–resolved",1,1
"5362","unanimously–that",1,1
"5363","mingled",9,9
"5364","emotions",2,2
"5365","indignation",4,4
"5366","extravagant",1,1
"5367","commissioners",21,17
"5368","ghent–that",1,1
"5369","ardently",2,2
"5370","consent",10,10
"5371","sacrifice",15,13
"5372","dignity–that",1,1
"5373","transmitting",2,2
"5374","unimpaired",1,1
"5375","posterity",2,2
"5376","rights",20,16
"5377","independence.the",1,1
"5378","liffey",1,1
"5379","blockade",2,2
"5380","george's",4,3
"5381","reinforce",2,2
"5382","ment",2,2
"5383","th.the",2,2
"5384","izard's",3,1
"5385","positions",1,1
"5386","brigades",1,1
"5387","meyers",1,1
"5388","faced",1,1
"5389","manfully",1,1
"5390","skirmished",1,1
"5391","glengarries",1,1
"5392","jonathan",3,2
"5393","foiled",1,1
"5394","creek.our",1,1
"5395","casualties",3,3
"5396","triflin",1,1
"5397","refrained",1,1
"5398","exposing",1,1
"5399","well-directed",1,1
"5400","shelter",6,5
"5401","announced",9,9
"5402","erie.they",1,1
"5403","purused",1,1
"5404","push",1,1
"5405","fresh",17,17
"5406","dislodge",1,1
"5407","dividion",1,1
"5408","expulsion",1,1
"5409","buffalo",4,3
"5410","defending",3,3
"5411","it.sir",1,1
"5412","brough",4,4
"5413","skeleton",1,1
"5414","theremains",1,1
"5415","comprising",1,1
"5416","brigs",2,2
"5417","scarcely",13,13
"5418","frame",4,4
"5419","lengthened",2,2
"5420","regent",8,5
"5421","keel",3,3
"5422","michilimacinack",1,1
"5423","rocheblave",1,1
"5424","wardrop",1,1
"5425","m'kenzie",1,1
"5426","nottawasage",1,1
"5427","bulgar",1,1
"5428","praire",2,2
"5429","chain.the",1,1
"5430","reinforcing",1,1
"5431","drummond's",1,1
"5432","inducing",1,1
"5433","weakened",1,1
"5434","result",17,16
"5435","him.i",1,1
"5436","tenfold",1,1
"5437","expression",4,4
"5438","assure",6,6
"5439","unsolicited",1,1
"5440","kempt",1,1
"5441","exposethe",1,1
"5442","falsehoods",1,1
"5443","circulated",6,6
"5444","walesa",1,1
"5445","mac",1,1
"5446","quarrie",1,1
"5447","tour",12,5
"5448","undertaken",5,5
"5449","personally",3,3
"5450","explored",4,3
"5451","evans",6,1
"5452","lands.to",1,1
"5453","boundary",4,4
"5454","twenty-five",3,3
"5455","induce",7,7
"5456","explore",1,1
"5457","circumscribed",1,1
"5458","surface",5,4
"5459","thick",5,4
"5460","impenetrable",2,2
"5461","effort",5,4
"5462","surmount",1,1
"5463","difficulties",22,14
"5464","abate",1,1
"5465","considerably.the",1,1
"5466","records",4,3
"5467","bass",2,2
"5468","caley",2,1
"5469","cirumstance",1,1
"5470","wondered",1,1
"5471","mountains.to",1,1
"5472","gregory",1,1
"5473","blaxland",3,1
"5474","wentworth",2,1
"5475","esqrs",1,1
"5476","lawson",2,1
"5477","patience",1,1
"5478","fatigu",1,1
"5479","rugged",5,1
"5480","mountains.the",1,1
"5481","impressed",2,2
"5482","availed",1,1
"5483","facilities",6,5
"5484","discoveries",3,2
"5485","accomplishment",1,1
"5486","road",26,14
"5487","conveyance",9,9
"5488","volunteered",1,1
"5489","selected",12,11
"5490","arduous",5,4
"5491","fed",1,1
"5492","emancipations",1,1
"5493","work.the",1,1
"5494","superintendence",3,3
"5495","cox",8,1
"5496","magistrate",8,8
"5497","windsor",4,2
"5498","encountered",3,3
"5499","sees",1,1
"5500","promises",3,3
"5501","utility",2,2
"5502","industrious",19,17
"5503","enterprising",8,7
"5504","relinquished",1,1
"5505","fatigue",2,1
"5506","bark",4,4
"5507","hut",1,1
"5508","inclemency",1,1
"5509","privations",6,4
"5510","entitled.mr",1,1
"5511","january",26,22
"5512","jamieson",1,1
"5513","nepean",6,2
"5514","governor's",2,1
"5515","antill",1,1
"5516","watts",2,2
"5517","aide",1,1
"5518","redfern",1,1
"5519","assistant-surgeon",1,1
"5520","oxley",1,1
"5521","surveyor-general",2,1
"5522","mehan",1,1
"5523","lewin",1,1
"5524","painter",1,1
"5525","naturalist",2,2
"5526","rejoined",1,1
"5527","bathurst",18,3
"5528","plains.the",1,1
"5529","ascent",5,2
"5530","emu",5,1
"5531","resting",1,1
"5532","ford",5,2
"5533","forests",3,3
"5534","lofty",4,2
"5535","trees",19,12
"5536","excited",6,6
"5537","traveller",5,4
"5538","disstance",1,1
"5539","stunted",1,1
"5540","rocky",2,2
"5541","fatigues",1,1
"5542","commence",2,2
"5543","mountainous",1,1
"5544","pile",2,2
"5545","abrupt",6,3
"5546","limit",2,2
"5547","mountain",11,6
"5548","caley's",1,1
"5549","henceforward",4,4
"5550","steep",1,1
"5551","constitutes",4,4
"5552","summit",3,2
"5553","presents",4,3
"5554","sides",10,8
"5555","hawkesbury",2,1
"5556","distinctly",7,7
"5557","majestic",1,1
"5558","grandeur",3,2
"5559","south-west",3,1
"5560","terminates",2,1
"5561","precipices",1,1
"5562","depth",2,2
"5563","bottom",5,4
"5564","romantically",1,1
"5565","magnitude",3,2
"5566","terminating",2,2
"5567","abruptly",1,1
"5568","thickly",1,1
"5569","regent's",6,2
"5570","thirty-third",1,1
"5571","grand–mountains",1,1
"5572","rising",11,8
"5573","stupendous",1,1
"5574","masses",1,1
"5575","admiration",15,12
"5576","circular",11,7
"5577","pitt's",1,1
"5578","amphitheatre",2,2
"5579","offset",1,1
"5580","branch",12,10
"5581","continues",8,6
"5582","ridge",3,1
"5583","perpendicular",2,2
"5584","precipice",1,1
"5585","feet",27,15
"5586","measurement",2,2
"5587","tremendous",2,2
"5588","descent",2,1
"5589","windings",1,1
"5590","three-fourths",5,5
"5591","reflects",3,3
"5592","undergone",2,2
"5593","surmounted",3,3
"5594","appreciated",4,4
"5595","perpetuate",1,1
"5596","cox's",5,1
"5597","tribute",3,3
"5598","valley",9,1
"5599","retrospective",1,1
"5600","overhanging",1,1
"5601","magnificently",1,1
"5602","descending",3,2
"5603","approaching",3,3
"5604","highness",16,7
"5605","york.on",1,1
"5606","pasture",1,1
"5607","vale",6,1
"5608","clwyd",3,1
"5609","resemblance",1,1
"5610","grass",12,7
"5611","dant",1,1
"5612","rivulet",2,1
"5613","runs",4,3
"5614","unites",1,1
"5615","junction",4,2
"5616","streams",4,4
"5617","empties",1,1
"5618","conjectured",2,2
"5619","mut",2,1
"5620","floods",3,2
"5621","occasionally",6,3
"5622","low",27,22
"5623","discharges",3,3
"5624","extends",3,3
"5625","westerly",2,2
"5626","hilly",4,1
"5627","passage.three",1,1
"5628","terminated",5,5
"5629","excursion",1,1
"5630","brush-wood",1,1
"5631","cutting",4,3
"5632","healths",1,1
"5633","patient",1,1
"5634","endurance",1,1
"5635","commemoration",1,1
"5636","receieved",1,1
"5637","wentworth's",1,1
"5638","sugar",12,7
"5639","loaf",2,2
"5640","lawson's",1,1
"5641","narrow",3,3
"5642","vallies",6,3
"5643","alternately",4,4
"5644","stage",8,6
"5645","clarence",4,2
"5646","range.proceeding",1,1
"5647","attracts",1,1
"5648","attentions",2,2
"5649","crowned",2,2
"5650","discoverer",1,1
"5651","pasturage",3,1
"5652","improving",7,7
"5653","sidmouth",4,2
"5654","unencumbered",1,1
"5655","herbs",1,1
"5656","plants",3,3
"5657","gratify",4,4
"5658","scientific",3,3
"5659","botanist",1,1
"5660","northwest",1,1
"5661","respects",6,6
"5662","resembles",3,3
"5663","exhibity",2,2
"5664","gently",2,1
"5665","judging",2,2
"5666","height",6,5
"5667","width",1,1
"5668","occasions",4,4
"5669","drought",4,4
"5670","apparently",6,4
"5671","pools",2,1
"5672","running",5,4
"5673","stream",11,10
"5674","reaches",3,3
"5675","paradox",2,1
"5676","mole",2,1
"5677","uncommonly",2,2
"5678","crosses",1,1
"5679","mitchell",1,1
"5680","flax",3,3
"5681","growing",9,8
"5682","quanities",2,2
"5683","o'connel",1,1
"5684","yielding",0,0
"5685","necessities",2,2
"5686","life.at",1,1
"5687","champaign",1,1
"5688","wooded",1,1
"5689","constituted",4,4
"5690","winding",1,1
"5691","traced",5,5
"5692","ajoining",1,1
"5693","verdure",1,1
"5694","clean",7,4
"5695","cultivation.it",1,1
"5696","silence",4,4
"5697","solitude",2,2
"5698","designed",3,2
"5699","occupancy",1,1
"5700","described.the",1,1
"5701","river–the",2,2
"5702","excursions",2,1
"5703","directions",7,6
"5704","site",8,5
"5705","erection",8,7
"5706","occur",4,4
"5707","mechanics",17,13
"5708","permanent",12,10
"5709","residences",1,1
"5710","sanguinely",1,1
"5711","disappointment.during",1,1
"5712","separated",5,5
"5713","ranges",2,2
"5714","circumstanced",1,1
"5715","grazing.the",1,1
"5716","feels",1,1
"5717","exaggerated",2,2
"5718","thsoe",2,2
"5719","withvisiting",1,1
"5720","rarely",2,2
"5721","sufficiency",5,4
"5722","tracks",4,3
"5723","stock",22,18
"5724","years.within",1,1
"5725","regrets",1,1
"5726","improves",1,1
"5727","degenerates",1,1
"5728","inferior",16,13
"5729","house-building",1,1
"5730","husbandry.the",1,1
"5731","limestone",3,3
"5732","settled.having",1,1
"5733","features",4,4
"5734","productions",3,3
"5735","denomination",2,2
"5736","perch",3,3
"5737","flavour",1,1
"5738","unlike",1,1
"5739","cod",1,1
"5740","grows",3,3
"5741","voracious",9,9
"5742","halting",1,1
"5743","weight",12,11
"5744","lb.the",2,2
"5745","kangaroos",1,1
"5746","emus",1,1
"5747","turkies",1,1
"5748","bustards",1,1
"5749","ducks",2,2
"5750","quail",1,1
"5751","bronze",1,1
"5752","pigeons",1,1
"5753","ponds.the",1,1
"5754","flag",9,7
"5755","bearing",4,4
"5756","geographic",1,1
"5757","statute",5,4
"5758","measured",6,5
"5759","miles.the",1,1
"5760","carefully",4,4
"5761","bathurst.the",1,1
"5762","stages",1,1
"5763","principally",5,4
"5764","regulated",2,2
"5765","stage–spring",1,1
"5766","ditto–jamieson's",1,1
"5767","ditto–blackheath",1,1
"5768","ditto–cox's",1,1
"5769","ditto–the",1,1
"5770","ditto–sidmouth",1,1
"5771","ditto–campbell",1,1
"5772","ditto–bathurst",1,1
"5773","abundance.on",1,1
"5774","ult.the",1,1
"5775","deems",1,1
"5776","notify",2,2
"5777","grants",10,8
"5778","ministers",19,15
"5779","it.in",1,1
"5780","prescribed",3,3
"5781","enforcing",4,4
"5782","reflect",3,3
"5783","explanation",2,2
"5784","here.the",1,1
"5785","offering",6,6
"5786","ackowledgements",1,1
"5787","assuring",1,1
"5788","meritorious",1,1
"5789","population.we",1,1
"5790","extracts",7,6
"5791","populattion",1,1
"5792","baines",2,2
"5793","whites",18,5
"5794","demerare",1,1
"5795","coloured",13,2
"5796","bahama",3,3
"5797","grenadines",1,1
"5798","berumda",1,1
"5799","surinam",3,3
"5800","curacoa",1,1
"5801","births",4,3
"5802","berbice",1,1
"5803","popultion",0,0
"5804","barbadoes",2,2
"5805","exceeds",2,2
"5806","antigua",4,3
"5807","papers.montreal",1,1
"5808","steam-boat",3,2
"5809","upward",1,1
"5810","cash-office",1,1
"5811","john's.at",1,1
"5812","authentic",6,5
"5813","selkirk",14,6
"5814","parte",1,1
"5815","expe",1,1
"5816","dition",1,1
"5817","explained",5,5
"5818","courant",1,1
"5819","puts",2,2
"5820","semple",13,5
"5821","governor-general",3,3
"5822","hudson's",11,7
"5823","obtruded",1,1
"5824","altered",2,2
"5825","circuitous",1,1
"5826","cartloads",1,1
"5827","twenty-two",2,2
"5828","discovery",3,3
"5829","rear-guard",1,1
"5830","selkirk's",7,4
"5831","chartered",6,5
"5832","association",9,7
"5833","selkirkwe",1,1
"5834","dispute",6,6
"5835","company:extract",1,1
"5836","half-breeds",2,1
"5837","spurious",1,1
"5838","accurate",3,3
"5839","transaction",4,4
"5840","half-breed",1,1
"5841","pany",2,2
"5842","rascals",2,2
"5843","people's",2,2
"5844","winipie",1,1
"5845","look-out",3,3
"5846","men[?]'s",1,1
"5847","disbanded",6,6
"5848","treason",3,2
"5849","subsequently",5,5
"5850","warrants",1,1
"5851","formal",3,3
"5852","packs",1,1
"5853","beaver",2,2
"5854","examining",3,3
"5855","oyer",2,2
"5856","terminer",2,2
"5857","stuart",2,2
"5858","ci-de",1,1
"5859","vant",1,1
"5860","solicitor-general",1,1
"5861","dismissed",2,2
"5862","ineffectual",2,2
"5863","misguided",0,0
"5864","impeach",1,1
"5865","sewell",1,1
"5866","monk",3,3
"5867","spoke",6,5
"5868","eloquently",1,1
"5869","opposed",25,15
"5870","bailed",1,1
"5871","sureties",4,4
"5872","inconsiderable",2,2
"5873","advering",1,1
"5874","crimes",6,4
"5875","misdemeanours",1,1
"5876","charged.in",1,1
"5877","herald",4,4
"5878","lengthy",1,1
"5879","signed",6,6
"5880","montius",1,1
"5881","charter",7,4
"5882","possess",9,8
"5883","vested",6,6
"5884","appointing",4,4
"5885","superintend",3,3
"5886","regulate",7,5
"5887","masterly",2,2
"5888","pamphlet",2,2
"5889","miscarry",1,1
"5890","uncertain",2,2
"5891","water-travelling",1,1
"5892","close.montreal",1,1
"5893","favouring",1,1
"5894","emigration",141,55
"5895","extracted",4,4
"5896","cobbet's",1,1
"5897","cobbett's",3,2
"5898","america&c.on",1,1
"5899","importer",1,1
"5900","ogden",1,1
"5901","steerage",2,2
"5902","fleeing",2,2
"5903","ruin",8,7
"5904","starvation",2,2
"5905","disagreeable",5,5
"5906","perilous",2,2
"5907","lightning",7,3
"5908","struck",11,7
"5909","shivered",1,1
"5910","slightly",2,2
"5911","blow.some",1,1
"5912","fellow-passengers",1,1
"5913","advised",3,3
"5914","emigrate",25,21
"5915","farmer",23,9
"5916","sorts",8,6
"5917","expend",3,2
"5918","undergo",5,5
"5919","miseries",4,4
"5920","taxes",15,10
"5921","poor-rates",1,1
"5922","earnings",3,3
"5923","endure",2,2
"5924","hardships",6,4
"5925","corruption",5,4
"5926","dislocation",1,1
"5927","sheepish",1,1
"5928","foster",2,2
"5929","emigrating",8,7
"5930","farming",10,6
"5931","downright",1,1
"5932","madness",10,10
"5933","spe",1,1
"5934","culations",1,1
"5935","premature",2,2
"5936","enthusiastic",3,3
"5937","products",1,1
"5938","romance",1,1
"5939","mellish",1,1
"5940","book",2,2
"5941","tells",5,5
"5942","eightpence",1,1
"5943","hay",9,6
"5944","pounts",1,1
"5945","species",8,8
"5946","pocket",5,5
"5947","resolve",3,3
"5948","attract",1,1
"5949","skilled",1,1
"5950","healthful",1,1
"5951","pursuits",2,2
"5952","busily",2,2
"5953","planting",1,1
"5954","cherry",1,1
"5955","multitudes",5,4
"5956","planted",2,2
"5957","avenues",1,1
"5958","rows",1,1
"5959","blossom",5,4
"5960","begin",5,5
"5961","show",13,10
"5962","apple",2,1
"5963","pear",2,2
"5964","orchards",1,1
"5965","bloom",4,4
"5966","farms",4,3
"5967","labourers",40,24
"5968","threepence",1,1
"5969","a-day",1,1
"5970","lodging",3,2
"5971","consists",13,13
"5972","meat",6,4
"5973","cheese",6,5
"5974","eggs",3,1
"5975","prices",24,15
"5976","inn",7,4
"5977","lodge",6,4
"5978","bed-room",1,1
"5979","smoked",1,1
"5980","chops",1,1
"5981","breakfast",3,2
"5982","crackers",1,1
"5983","cakes",1,1
"5984","smell",2,2
"5985","egg",1,1
"5986","dish",1,1
"5987","snip",1,1
"5988","plateful",1,1
"5989","lump",2,2
"5990","bits",1,1
"5991","hazle",1,1
"5992","nut",1,1
"5993","thumping",1,1
"5994","mackerel",1,1
"5995","lobsters",1,1
"5996","lamb",4,4
"5997","veal",1,1
"5998","ham",3,3
"5999","asparagus",1,1
"6000","supper",5,3
